transformed_feature,gain_importance
numeric__PREV_AMT_DOWN_PAYMENT_SUM,7879.6866092681885
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: LOW_RATE,7777.288017272949
numeric__BURO_TYPE_MORTGAGE_RATE,7284.457109451294
numeric__REGION_RATING_CLIENT_W_CITY,7264.301254272461
numeric__POS_CNT_INSTALMENT_FUTURE_MEAN,7257.76650428772
categorical__FLAG_OWN_CAR_N,7220.952394485474
numeric__BURO_DAYS_CREDIT_SUM,6850.0624923706055
categorical__NAME_CONTRACT_TYPE_Cash loans,6727.549209594727
numeric__BURO_BURO_DEBT_CREDIT_RATIO_SUM,6703.601509094238
numeric__INST_NUM_INSTALMENT_VERSION_SUM,6354.967008590698
numeric__CREDIT_INCOME_RATIO,6316.341485977173
numeric__BURO_DAYS_CREDIT_MAX,6268.836406707764
numeric__INST_INST_PAYMENT_DIFF_SUM,6228.666198730469
numeric__INST_NUM_INSTALMENT_VERSION_MEAN,6191.9937915802
numeric__EXT_SOURCE_STD,6139.48405456543
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,6130.662742614746
numeric__INST_INST_UNDERPAYMENT_FLAG_MEAN,6093.85892868042
categorical__NAME_EDUCATION_TYPE_Secondary / secondary special,6066.328639984131
numeric__ID_PUBLISH_AGE_RATIO,6045.088396072388
numeric__PREV_AMT_DOWN_PAYMENT_MAX,5976.873414993286
categorical__NAME_INCOME_TYPE_Working,5824.174575805664
numeric__INST_AMT_INSTALMENT_SUM,5653.0364055633545
numeric__INST_AMT_INSTALMENT_MIN,5470.251190185547
numeric__APARTMENTS_AVG,5436.680824279785
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_MAX,5430.907295227051
numeric__INST_INST_PAYMENT_RATIO_MEAN,5397.102390289307
numeric__BURO_AMT_CREDIT_SUM_MIN,5388.84268951416
numeric__BURO_AMT_CREDIT_SUM_MEAN,5258.810520172119
numeric__BUILDING_FEATURE_MEAN,5241.987382888794
numeric__INST_DAYS_INSTALMENT_MIN,5224.38786315918
numeric__PREV_AMT_ANNUITY_MEAN,5163.893802642822
numeric__BURO_TYPE_MICROLOAN_RATE,5145.528985977173
numeric__PHONE_CHANGE_AGE_RATIO,5055.925214767456
numeric__REGION_POPULATION_RELATIVE,5043.693683624268
numeric__PREV_NAME_CONTRACT_STATUS_APPROVED_RATE,5030.227460861206
numeric__PREV_DAYS_TERMINATION_MAX,4986.940313339233
numeric__PREV_NAME_YIELD_GROUP_HIGH_RATE,4982.12469291687
numeric__INST_INST_PAYMENT_DELAY_SUM,4904.624502182007
numeric__PREV_AMT_ANNUITY_MIN,4877.55139541626
numeric__PREV_CODE_REJECT_REASON_XAP_RATE,4772.478527069092
numeric__POS_SK_DPD_DEF_MEAN,4680.763105392456
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_SUM,4520.1027755737305
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MAX,4496.522874832153
numeric__ID_PUBLISH_YEARS,4450.876886367798
numeric__PREV_NAME_PRODUCT_TYPE_WALK-IN_RATE,4290.403209686279
numeric__PREV_PRODUCT_COMBINATION_POS INDUSTRY WITH INTEREST_RATE,4279.327716827393
numeric__INST_DAYS_ENTRY_PAYMENT_MIN,4262.959321975708
numeric__INST_DAYS_ENTRY_PAYMENT_SUM,4227.167699813843
numeric__YEARS_BEGINEXPLUATATION_MODE,4206.773509979248
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MIN,4197.1574058532715
numeric__PREV_DAYS_FIRST_DRAWING_MAX,4178.0047607421875
numeric__PREV_PREV_CREDIT_APPLICATION_RATIO_MIN,4102.875486373901
numeric__BURO_DAYS_CREDIT_ENDDATE_SUM,4084.903799057007
numeric__BURO_DAYS_ENDDATE_FACT_SUM,4037.8211822509766
numeric__REGISTRATION_YEARS,4013.837085723877
numeric__INST_INST_PAYMENT_DIFF_MAX,3987.726499557495
numeric__PREV_SELLERPLACE_AREA_MEAN,3904.143476486206
numeric__BURO_DAYS_CREDIT_MIN,3874.8780002593994
numeric__INST_NUM_INSTALMENT_NUMBER_MAX,3749.4035968780518
numeric__REG_CITY_NOT_LIVE_CITY,3746.8757934570312
numeric__INST_DAYS_ENTRY_PAYMENT_MAX,3731.915599822998
numeric__BURO_AMT_CREDIT_SUM_DEBT_MAX,3707.931007385254
numeric__SOCIAL_DEFAULT_RATIO_60,3696.1167221069336
numeric__AMT_INCOME_TOTAL,3671.213794708252
numeric__SOCIAL_DEFAULT_TOTAL,3607.844301223755
numeric__REGISTRATION_AGE_RATIO,3594.102611541748
numeric__PHONE_CHANGE_YEARS,3569.0710945129395
numeric__POS_MONTHS_BALANCE_SUM,3561.5987911224365
numeric__AMT_REQ_CREDIT_BUREAU_QRT,3548.667278289795
numeric__BURO_DAYS_CREDIT_UPDATE_MEAN,3469.3547229766846
numeric__POS_MONTHS_BALANCE_MEAN,3454.3505210876465
numeric__INST_INST_PAYMENT_DELAY_MEAN,3417.000102996826
numeric__BURO_DAYS_CREDIT_MEAN,3412.59840965271
numeric__CC_CC_PAYMENT_MIN_RATIO_SUM,3407.045316696167
numeric__DAYS_LAST_PHONE_CHANGE,3388.1437950134277
numeric__BURO_BAL_BB_MONTHS_BALANCE_COUNT_SUM,3322.942995071411
numeric__INST_DAYS_INSTALMENT_MAX,3291.4652976989746
numeric__BURO_BAL_BB_STATUS_C_RATE_MAX,3220.1287002563477
numeric__PREV_AMT_ANNUITY_MAX,3202.4919967651367
numeric__PREV_CNT_PAYMENT_MAX,3194.8113021850586
numeric__CC_CNT_DRAWINGS_CURRENT_MAX,3187.3924884796143
numeric__INST_AMT_INSTALMENT_MAX,3183.177314758301
numeric__PREV_SELLERPLACE_AREA_MAX,3165.068494796753
numeric__PREV_AMT_GOODS_PRICE_MIN,3076.6263942718506
numeric__POS_STATUS_ACTIVE,2942.3411922454834
numeric__PREV_NAME_GOODS_CATEGORY_FURNITURE_RATE,2935.245195388794
numeric__INST_INST_PAYMENT_RATIO_SUM,2931.623697280884
numeric__PREV_AMT_DOWN_PAYMENT_MEAN,2923.312198638916
numeric__INST_NUM_INSTALMENT_NUMBER_SUM,2905.7404823303223
numeric__PREV_AMT_ANNUITY_SUM,2887.6773262023926
numeric__INST_INST_PAYMENT_DELAY_MIN,2839.163206100464
numeric__BURO_DAYS_CREDIT_UPDATE_MAX,2833.5406951904297
numeric__SOCIAL_DEFAULT_RATIO_30,2828.3739852905273
numeric__PREV_SELLERPLACE_AREA_SUM,2810.2999992370605
numeric__PREV_AMT_APPLICATION_SUM,2805.2415103912354
numeric__CC_AMT_DRAWINGS_CURRENT_MEAN,2784.5143032073975
numeric__INST_AMT_PAYMENT_MAX,2775.3369789123535
numeric__PREV_PREV_DOWN_PAYMENT_APPLICATION_RATIO_SUM,2692.009386062622
numeric__PREV_DAYS_DECISION_MEAN,2674.690305709839
numeric__INST_DAYS_INSTALMENT_MEAN,2674.0697917938232
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_MEAN,2670.310127258301
numeric__BURO_DAYS_ENDDATE_FACT_MIN,2664.322196960449
numeric__BURO_AMT_CREDIT_SUM_DEBT_MEAN,2648.5917015075684
numeric__BURO_DAYS_CREDIT_UPDATE_MIN,2642.3415813446045
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_MIN,2638.1044025421143
numeric__PREV_NAME_YIELD_GROUP_LOW_NORMAL_RATE,2632.5217876434326
numeric__POS_SK_DPD_DEF_MAX,2613.4391021728516
numeric__PREV_DAYS_FIRST_DUE_MAX,2575.087703704834
numeric__FLAG_WORK_PHONE,2566.607391357422
numeric__POS_MONTHS_BALANCE_MIN,2506.5451011657715
numeric__PREV_DAYS_LAST_DUE_SUM,2505.6588039398193
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MEAN,2497.0803985595703
numeric__BURO_BAL_BB_STATUS_0_RATE_MEAN,2481.3635902404785
numeric__BURO_ACTIVE_CLOSED_RATE,2476.9696102142334
numeric__PREV_HOUR_APPR_PROCESS_START_MAX,2465.332300186157
numeric__PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN,2429.6332149505615
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,2427.565013885498
numeric__POS_CNT_INSTALMENT_MAX,2420.520893096924
numeric__HOUR_APPR_PROCESS_START,2400.7537059783936
numeric__BURO_DAYS_CREDIT_ENDDATE_MEAN,2384.096897125244
numeric__CC_CC_PAYMENT_MIN_RATIO_MEAN,2378.367012023926
numeric__PREV_CNT_PAYMENT_SUM,2366.319290161133
numeric__BURO_BAL_BB_STATUS_X_MEAN,2350.7876873016357
numeric__PREV_NAME_TYPE_SUITE_NAN_RATE,2323.182590484619
categorical__OCCUPATION_TYPE_Core staff,2284.5076007843018
categorical__ORGANIZATION_TYPE_Self-employed,2267.177194595337
numeric__BURO_DAYS_ENDDATE_FACT_MEAN,2231.8523178100586
numeric__BURO_BAL_BB_STATUS_C_SUM,2208.2342948913574
numeric__PREV_CHANNEL_TYPE_CHANNEL OF CORPORATE SALES_RATE,2159.7452087402344
numeric__BURO_AMT_CREDIT_SUM_DEBT_SUM,2139.464403152466
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_SUM,2106.0971908569336
numeric__INST_DAYS_ENTRY_PAYMENT_MEAN,2095.042303085327
numeric__PREV_AMT_CREDIT_MIN,2054.9611892700195
numeric__CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,2050.9078941345215
numeric__BURO_AMT_CREDIT_SUM_LIMIT_MEAN,2033.9512996673584
numeric__BURO_AMT_CREDIT_SUM_LIMIT_MAX,2008.6913051605225
numeric__PREV_DAYS_FIRST_DRAWING_MEAN,1979.0758991241455
numeric__PREV_NAME_TYPE_SUITE_UNACCOMPANIED_RATE,1947.8481063842773
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_SUM,1908.061107635498
numeric__PREV_RATE_DOWN_PAYMENT_SUM,1894.1885089874268
numeric__DAYS_REGISTRATION,1874.328104019165
categorical__ORGANIZATION_TYPE_Construction,1869.7440071105957
numeric__POS_SK_DPD_DEF_SUM,1699.3878917694092
numeric__PREV_DAYS_TERMINATION_SUM,1689.4479331970215
numeric__INST_AMT_INSTALMENT_MEAN,1653.0480976104736
numeric__POS_CNT_INSTALMENT_FUTURE_MAX,1496.4338912963867
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: HIGH_RATE,1372.8423957824707
numeric__INST_NUM_INSTALMENT_VERSION_MAX,1346.2147979736328
categorical__OCCUPATION_TYPE_Sales staff,1285.1865863800049
numeric__PREV_NAME_YIELD_GROUP_HIGH,1267.6416931152344
categorical__NAME_INCOME_TYPE_State servant,1208.3703918457031
categorical__ORGANIZATION_TYPE_School,1176.618402481079
categorical__NAME_INCOME_TYPE_Pensioner,1134.484001159668
categorical__OCCUPATION_TYPE_Drivers,987.2265014648438
categorical__ORGANIZATION_TYPE_Business Entity Type 3,956.4990043640137
categorical__NAME_CONTRACT_TYPE_Revolving loans,693.4002151489258
categorical__OCCUPATION_TYPE_Accountants,644.7622032165527
categorical__FLAG_OWN_CAR_Y,631.0190010070801
categorical__ORGANIZATION_TYPE_infrequent_sklearn,460.4511013031006
categorical__OCCUPATION_TYPE_Low-skill Laborers,314.8261013031006
numeric__BURO_TYPE_MICROLOAN,305.79730224609375
categorical__OCCUPATION_TYPE_High skill tech staff,304.4454040527344
categorical__ORGANIZATION_TYPE_Kindergarten,301.6738929748535
categorical__ORGANIZATION_TYPE_XNA,278.843994140625
categorical__NAME_EDUCATION_TYPE_infrequent_sklearn,169.9789981842041
categorical__NAME_INCOME_TYPE_Commercial associate,129.1061019897461
categorical__OCCUPATION_TYPE_Security staff,107.31550216674805
categorical__NAME_FAMILY_STATUS_Single / not married,94.24030303955078
categorical__NAME_FAMILY_STATUS_Widow,58.90879821777344
categorical__OCCUPATION_TYPE_Medicine staff,56.38050079345703
categorical__OCCUPATION_TYPE_Managers,42.21689987182617
categorical__NAME_EDUCATION_TYPE_Lower secondary,41.60309982299805
categorical__OCCUPATION_TYPE_Laborers,40.76580047607422
categorical__ORGANIZATION_TYPE_Medicine,39.160400390625
categorical__CODE_GENDER_infrequent_sklearn,0.0
categorical__NAME_EDUCATION_TYPE_Incomplete higher,0.0
categorical__ORGANIZATION_TYPE_Transport: type 4,0.0
categorical__ORGANIZATION_TYPE_Trade: type 7,0.0
categorical__ORGANIZATION_TYPE_Trade: type 3,0.0
categorical__ORGANIZATION_TYPE_Other,0.0
categorical__ORGANIZATION_TYPE_Business Entity Type 2,0.0
categorical__ORGANIZATION_TYPE_Business Entity Type 1,0.0
categorical__ORGANIZATION_TYPE_Government,0.0
categorical__NAME_FAMILY_STATUS_infrequent_sklearn,0.0
categorical__NAME_INCOME_TYPE_infrequent_sklearn,0.0
categorical__NAME_FAMILY_STATUS_Civil marriage,0.0
categorical__NAME_FAMILY_STATUS_Separated,0.0
categorical__OCCUPATION_TYPE_Cleaning staff,0.0
categorical__OCCUPATION_TYPE_Cooking staff,0.0
categorical__OCCUPATION_TYPE_Private service staff,0.0
categorical__OCCUPATION_TYPE_Secretaries,0.0
categorical__OCCUPATION_TYPE_infrequent_sklearn,0.0
