transformed_feature,gain_importance
numeric__BURO_AMT_CREDIT_SUM_MIN,3514.0283966064453
numeric__PREV_NAME_YIELD_GROUP_HIGH_RATE,3508.0832023620605
numeric__PREV_AMT_ANNUITY_MIN,3482.815402984619
numeric__PREV_CNT_PAYMENT_MAX,3465.5369052886963
numeric__INST_DAYS_ENTRY_PAYMENT_MIN,3461.544689178467
numeric__BURO_DAYS_ENDDATE_FACT_SUM,3436.0856914520264
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_SUM,3428.8086700439453
numeric__INST_NUM_INSTALMENT_NUMBER_MAX,3290.4690113067627
numeric__PREV_DAYS_LAST_DUE_SUM,3279.644401550293
numeric__PREV_AMT_ANNUITY_MAX,3269.5972023010254
numeric__DAYS_LAST_PHONE_CHANGE,3236.7467937469482
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MIN,3139.530382156372
numeric__POS_MONTHS_BALANCE_SUM,3125.837413787842
numeric__INST_AMT_INSTALMENT_MAX,3093.8459091186523
numeric__BURO_DAYS_CREDIT_ENDDATE_SUM,3082.5586013793945
numeric__SOCIAL_DEFAULT_RATIO_30,3011.5890884399414
numeric__PREV_DAYS_FIRST_DRAWING_MAX,3000.196201324463
numeric__AMT_REQ_CREDIT_BUREAU_QRT,2995.9317016601562
numeric__PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN,2931.0576000213623
numeric__INST_DAYS_INSTALMENT_MAX,2900.827995300293
numeric__PREV_DAYS_FIRST_DUE_MAX,2839.561107635498
numeric__PREV_AMT_DOWN_PAYMENT_MEAN,2838.152296066284
numeric__BURO_DAYS_CREDIT_MEAN,2782.1497116088867
numeric__INST_DAYS_INSTALMENT_MEAN,2720.367992401123
numeric__CC_CC_PAYMENT_MIN_RATIO_SUM,2707.5891075134277
numeric__REGISTRATION_YEARS,2683.512987136841
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MAX,2681.906505584717
numeric__REGISTRATION_AGE_RATIO,2659.0015029907227
numeric__INST_INST_PAYMENT_DIFF_MAX,2654.824203491211
numeric__PREV_NAME_YIELD_GROUP_LOW_NORMAL_RATE,2616.263816833496
numeric__PHONE_CHANGE_AGE_RATIO,2592.6603050231934
numeric__DAYS_REGISTRATION,2546.9220962524414
numeric__BURO_DAYS_CREDIT_UPDATE_MAX,2535.4637928009033
numeric__BURO_AMT_CREDIT_SUM_DEBT_MEAN,2503.5465030670166
numeric__missingindicator_OWN_CAR_AGE,2485.586208343506
numeric__missingindicator_BURO_DAYS_ENDDATE_FACT_MAX,2483.563934326172
numeric__INST_INST_PAYMENT_RATIO_SUM,2478.417736053467
numeric__PREV_PREV_CREDIT_APPLICATION_RATIO_MIN,2466.9507160186768
numeric__PREV_SELLERPLACE_AREA_MAX,2417.227819442749
numeric__SOCIAL_DEFAULT_TOTAL,2399.2075004577637
numeric__EXT_SOURCE_STD,2390.5105171203613
numeric__INST_DAYS_ENTRY_PAYMENT_SUM,2378.634994506836
numeric__BURO_DAYS_CREDIT_MIN,2361.080093383789
numeric__PREV_CHANNEL_TYPE_CHANNEL OF CORPORATE SALES_RATE,2335.147897720337
numeric__BURO_BAL_BB_STATUS_C_RATE_MAX,2279.6087913513184
numeric__POS_MONTHS_BALANCE_MEAN,2274.937488555908
numeric__INST_INST_PAYMENT_DELAY_MIN,2237.3086948394775
numeric__FLAG_WORK_PHONE,2218.3952980041504
numeric__BURO_DAYS_ENDDATE_FACT_MIN,2204.369197845459
numeric__BURO_AMT_CREDIT_SUM_DEBT_SUM,2197.6604022979736
numeric__POS_SK_DPD_DEF_MAX,2196.785202026367
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,2190.9322052001953
numeric__PHONE_CHANGE_YEARS,2177.7656898498535
numeric__BURO_DAYS_CREDIT_UPDATE_MEAN,2177.0848121643066
numeric__PREV_HOUR_APPR_PROCESS_START_MEAN,2134.7032947540283
numeric__BUILDING_FEATURE_MEAN,2123.887794494629
categorical__OCCUPATION_TYPE_Core staff,2120.455587387085
numeric__APARTMENTS_AVG,2118.7717781066895
numeric__CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,2090.154411315918
numeric__PREV_AMT_ANNUITY_SUM,2084.5796222686768
numeric__INST_AMT_PAYMENT_MAX,2083.7991065979004
categorical__ORGANIZATION_TYPE_Self-employed,2048.432291030884
numeric__INST_INST_PAYMENT_DELAY_MEAN,2021.11989402771
numeric__PREV_NAME_GOODS_CATEGORY_FURNITURE_RATE,2014.5133056640625
numeric__BURO_DAYS_CREDIT_UPDATE_SUM,2002.3090991973877
numeric__POS_SK_DPD_DEF_SUM,1997.897304534912
numeric__AMT_INCOME_TOTAL,1982.0634098052979
numeric__POS_STATUS_ACTIVE_RATE,1980.2478942871094
numeric__PREV_AMT_APPLICATION_SUM,1975.3029232025146
numeric__PREV_PREV_DOWN_PAYMENT_APPLICATION_RATIO_MEAN,1928.7601165771484
numeric__HOUR_APPR_PROCESS_START,1917.216604232788
numeric__PREV_SELLERPLACE_AREA_MEAN,1914.4027862548828
numeric__CC_CNT_DRAWINGS_CURRENT_MAX,1906.9906063079834
numeric__BURO_DAYS_CREDIT_ENDDATE_MEAN,1886.3743953704834
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_MIN,1853.831506729126
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MEAN,1846.1172943115234
numeric__BURO_BAL_BB_MONTHS_BALANCE_COUNT_MEAN,1836.693609237671
numeric__PREV_SELLERPLACE_AREA_SUM,1836.2483978271484
numeric__missingindicator_BURO_AMT_CREDIT_SUM_LIMIT_MEAN,1832.3189010620117
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_MEAN,1826.0974826812744
categorical__ORGANIZATION_TYPE_Construction,1814.1634979248047
numeric__PREV_AMT_GOODS_PRICE_MIN,1747.4650993347168
numeric__LIVINGAREA_AVG,1694.1263961791992
numeric__PREV_DAYS_DECISION_MEAN,1681.408088684082
numeric__PREV_AMT_CREDIT_MEAN,1668.5140075683594
numeric__PREV_PRODUCT_COMBINATION_POS INDUSTRY WITHOUT INTEREST_RATE,1631.095100402832
numeric__BURO_BAL_BB_MONTHS_BALANCE_COUNT_SUM,1617.312900543213
numeric__POS_CNT_INSTALMENT_FUTURE_MAX,1611.535488128662
numeric__POS_STATUS_ACTIVE,1603.3053817749023
numeric__PREV_RATE_DOWN_PAYMENT_SUM,1573.356502532959
numeric__BURO_BAL_BB_STATUS_0_RATE_MEAN,1568.5509033203125
numeric__PREV_CHANNEL_TYPE_AP+ (CASH LOAN)_RATE,1564.7440910339355
numeric__INST_AMT_INSTALMENT_MEAN,1554.3373069763184
numeric__PREV_DAYS_DECISION_MAX,1538.6129913330078
numeric__POS_MONTHS_BALANCE_MIN,1504.7870903015137
numeric__CC_CC_PAYMENT_MIN_RATIO_MEAN,1487.6715068817139
numeric__PREV_DAYS_FIRST_DRAWING_MEAN,1461.7093906402588
numeric__BURO_AMT_CREDIT_SUM_LIMIT_MEAN,1437.4680919647217
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_SUM,1424.1756019592285
numeric__INST_NUM_INSTALMENT_NUMBER_SUM,1421.3992042541504
numeric__INST_DAYS_ENTRY_PAYMENT_MEAN,1403.872688293457
numeric__PREV_HOUR_APPR_PROCESS_START_MAX,1395.1377067565918
numeric__POS_CNT_INSTALMENT_MEAN,1394.0983123779297
numeric__missingindicator_EXT_SOURCE_3,1389.1989059448242
numeric__INST_INST_PAYMENT_RATIO_MIN,1388.4225044250488
numeric__PREV_NAME_TYPE_SUITE_NAN_RATE,1385.0676040649414
numeric__PREV_CHANNEL_TYPE_CREDIT AND CASH OFFICES_RATE,1378.5964164733887
numeric__PREV_DAYS_TERMINATION_MIN,1378.4544048309326
categorical__OCCUPATION_TYPE_Sales staff,1377.7888069152832
numeric__PREV_PREV_DOWN_PAYMENT_APPLICATION_RATIO_MAX,1365.502799987793
numeric__FLOORSMAX_MODE,1363.156894683838
numeric__BURO_DAYS_CREDIT_UPDATE_MIN,1362.6221961975098
numeric__INST_NUM_INSTALMENT_VERSION_MAX,1355.952896118164
numeric__BURO_ACTIVE_CLOSED_RATE,1336.4736976623535
numeric__PREV_PRODUCT_COMBINATION_CASH STREET: LOW_RATE,1333.6422939300537
numeric__PREV_NAME_SELLER_INDUSTRY_CONNECTIVITY_RATE,1320.093406677246
numeric__PREV_NAME_PRODUCT_TYPE_XNA_RATE,1315.4672985076904
numeric__YEARS_BEGINEXPLUATATION_MODE,1305.298397064209
numeric__PREV_AMT_APPLICATION_MEAN,1276.7948970794678
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,1275.847412109375
numeric__PREV_RATE_DOWN_PAYMENT_MAX,1271.3545989990234
numeric__PREV_AMT_CREDIT_MIN,1265.852798461914
numeric__BURO_DAYS_CREDIT_ENDDATE_MIN,1255.0567016601562
categorical__FLAG_OWN_CAR_Y,1233.1099815368652
numeric__BURO_ACTIVE_ACTIVE,1230.1641006469727
numeric__BURO_AMT_CREDIT_SUM_LIMIT_MAX,1218.587501525879
categorical__NAME_INCOME_TYPE_State servant,1198.2109031677246
numeric__INST_INST_PAYMENT_DIFF_MIN,1180.8760070800781
numeric__PREV_CNT_PAYMENT_SUM,1179.895709991455
numeric__PREV_PREV_DOWN_PAYMENT_APPLICATION_RATIO_SUM,1171.3656959533691
numeric__POS_CNT_INSTALMENT_MAX,1167.0651969909668
numeric__INCOME_PER_PERSON,1167.0261039733887
numeric__PREV_DAYS_TERMINATION_MEAN,1159.6672992706299
categorical__NAME_INCOME_TYPE_Pensioner,1157.9910125732422
numeric__BURO_AMT_CREDIT_SUM_LIMIT_SUM,1154.1381950378418
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_SUM,1147.6924171447754
numeric__PREV_DAYS_LAST_DUE_MEAN,1134.366205215454
categorical__NAME_CONTRACT_TYPE_Revolving loans,1124.0407104492188
numeric__BURO_BAL_BB_STATUS_C_SUM,1123.9601020812988
numeric__CC_AMT_DRAWINGS_CURRENT_MEAN,1096.139804840088
numeric__PREV_SELLERPLACE_AREA_MIN,1089.9629974365234
numeric__TOTALAREA_MODE,1083.6209030151367
numeric__PREV_DAYS_FIRST_DUE_SUM,1076.6767921447754
numeric__BURO_AMT_CREDIT_SUM_OVERDUE_MAX,1067.6278057098389
numeric__PREV_NAME_PRODUCT_TYPE_X-SELL_RATE,1052.6613960266113
numeric__INST_NUM_INSTALMENT_NUMBER_MEAN,1042.829511642456
numeric__BURO_BAL_BB_STATUS_X_MEAN,1029.0025997161865
categorical__ORGANIZATION_TYPE_Business Entity Type 3,1012.3280982971191
numeric__BURO_BAL_BB_MONTHS_BALANCE_MAX_MEAN,1006.2307968139648
numeric__PREV_NAME_CLIENT_TYPE_NEW_RATE,1003.5881004333496
numeric__BURO_DAYS_ENDDATE_FACT_MEAN,1000.8027954101562
numeric__PREV_DAYS_TERMINATION_SUM,991.4909973144531
numeric__CC_STATUS_SENT PROPOSAL_RATE,987.8473014831543
numeric__PREV_NAME_TYPE_SUITE_UNACCOMPANIED_RATE,978.6945953369141
numeric__PREV_NAME_GOODS_CATEGORY_PHOTO / CINEMA EQUIPMENT_RATE,975.1193962097168
numeric__YEARS_BEGINEXPLUATATION_MEDI,973.8343048095703
numeric__FLOORSMAX_MEDI,972.0049858093262
numeric__PREV_AMT_CREDIT_MAX,965.6085929870605
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: HIGH_RATE,964.5126876831055
numeric__PREV_NAME_SELLER_INDUSTRY_FURNITURE_RATE,963.736011505127
numeric__BURO_BAL_BB_STATUS_0_MEAN,961.6288986206055
numeric__NONLIVINGAREA_AVG,959.3282928466797
numeric__BURO_BAL_BB_MONTHS_BALANCE_MEAN_MEAN,957.9651985168457
numeric__INST_INST_LATE_PAYMENT_FLAG_SUM,952.6863021850586
numeric__BURO_TYPE_CONSUMER CREDIT_RATE,947.2773094177246
numeric__PREV_AMT_GOODS_PRICE_MEAN,942.0930919647217
numeric__BURO_BAL_BB_STATUS_X_RATE_SUM,941.52490234375
numeric__PREV_PREV_CREDIT_APPLICATION_RATIO_SUM,941.1226959228516
numeric__BURO_BAL_BB_STATUS_C_RATE_SUM,939.7465991973877
numeric__PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_RATE,928.5481033325195
numeric__LIVINGAPARTMENTS_MODE,926.9010009765625
numeric__CC_CNT_INSTALMENT_MATURE_CUM_MEAN,924.3189964294434
numeric__NONLIVINGAREA_MODE,924.0889949798584
numeric__BURO_BAL_BB_STATUS_0_MAX,920.4383087158203
numeric__INST_DAYS_INSTALMENT_SUM,917.074390411377
numeric__ENTRANCES_AVG,911.1755027770996
numeric__PREV_NAME_PAYMENT_TYPE_XNA_RATE,883.4048099517822
numeric__CC_CC_PAYMENT_MIN_RATIO_MAX,877.2311897277832
numeric__missingindicator_BURO_AMT_CREDIT_SUM_DEBT_MAX,867.9409790039062
numeric__PREV_DAYS_FIRST_DUE_MIN,866.0156955718994
numeric__BURO_TYPE_CONSUMER CREDIT,858.2980995178223
numeric__PREV_CODE_REJECT_REASON_SCO_RATE,856.2834968566895
numeric__YEARS_BEGINEXPLUATATION_AVG,849.4228973388672
numeric__BURO_ACTIVE_ACTIVE_RATE,849.134895324707
numeric__PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_RATE,847.8685989379883
numeric__PREV_DAYS_DECISION_MIN,843.1138114929199
categorical__OCCUPATION_TYPE_Drivers,843.1040019989014
numeric__PREV_NAME_YIELD_GROUP_XNA_RATE,842.1470909118652
numeric__missingindicator_BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,837.8498992919922
numeric__CC_AMT_DRAWINGS_ATM_CURRENT_SUM,833.2450065612793
numeric__PREV_DAYS_FIRST_DRAWING_MIN,825.7078056335449
numeric__PREV_CODE_REJECT_REASON_HC_RATE,817.9436988830566
numeric__PREV_AMT_APPLICATION_MIN,817.9421997070312
numeric__BUREAU_REQUEST_TOTAL,815.2880058288574
numeric__BURO_BAL_BB_MONTHS_BALANCE_MIN_MEAN,808.0322036743164
numeric__BURO_BAL_BB_STATUS_C_MEAN,802.6146049499512
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_MAX,801.8106994628906
categorical__ORGANIZATION_TYPE_Industry: type 9,801.1348991394043
numeric__PREV_NAME_GOODS_CATEGORY_MOBILE_RATE,801.0252952575684
numeric__PREV_NAME_SELLER_INDUSTRY_XNA_RATE,800.0230922698975
categorical__ORGANIZATION_TYPE_School,795.7027912139893
numeric__CC_CNT_DRAWINGS_CURRENT_SUM,791.7875022888184
numeric__POS_STATUS_COMPLETED_RATE,789.099494934082
numeric__APARTMENTS_MODE,787.0814018249512
numeric__PREV_HOUR_APPR_PROCESS_START_SUM,784.0078010559082
numeric__PREV_NAME_YIELD_GROUP_HIGH,782.1404991149902
numeric__LIVINGAREA_MEDI,779.8288040161133
numeric__POS_CNT_INSTALMENT_SUM,779.4784965515137
numeric__ELEVATORS_AVG,774.8577041625977
numeric__PREV_RATE_DOWN_PAYMENT_MEAN,771.9055061340332
numeric__BURO_BAL_BB_MONTHS_BALANCE_MIN_MAX,771.4832000732422
numeric__PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_RATE,754.4284915924072
numeric__BURO_BAL_BB_STATUS_C_RATE_MEAN,744.0075988769531
numeric__YEARS_BUILD_MEDI,738.7954025268555
numeric__BURO_BAL_BB_STATUS_X_RATE_MEAN,735.9193992614746
numeric__PREV_DAYS_FIRST_DUE_MEAN,730.3868064880371
numeric__CC_CNT_INSTALMENT_MATURE_CUM_SUM,726.0609931945801
numeric__PREV_PRODUCT_COMBINATION_POS MOBILE WITH INTEREST_RATE,726.0607986450195
numeric__BURO_BAL_BB_STATUS_1_RATE_MEAN,718.2988967895508
numeric__PREV_DAYS_LAST_DUE_1ST_VERSION_MIN,718.2555999755859
numeric__CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,716.143798828125
numeric__INST_INST_PAYMENT_RATIO_MAX,709.2140941619873
numeric__BURO_BAL_BB_MONTHS_BALANCE_MIN_SUM,706.2734889984131
numeric__COMMONAREA_MODE,698.5075073242188
numeric__LIVINGAREA_MODE,689.567792892456
numeric__CC_AMT_PAYMENT_CURRENT_MEAN,688.3162975311279
numeric__BURO_BAL_BB_STATUS_0_RATE_SUM,678.0512065887451
numeric__PREV_DAYS_LAST_DUE_MIN,676.5791130065918
numeric__CC_AMT_BALANCE_MAX,675.8797016143799
numeric__missingindicator_BURO_BURO_OVERDUE_CREDIT_RATIO_MAX,668.6559753417969
numeric__BURO_BAL_BB_STATUS_C_MAX,666.4230995178223
numeric__LIVINGAPARTMENTS_AVG,659.5984039306641
numeric__PREV_PRODUCT_COMBINATION_POS HOUSEHOLD WITHOUT INTEREST_RATE,658.859203338623
numeric__POS_POS_COMPLETION_RATIO_MIN,655.5627021789551
numeric__PREV_NAME_TYPE_SUITE_FAMILY_RATE,653.2942962646484
numeric__CC_CNT_DRAWINGS_ATM_CURRENT_SUM,650.9537010192871
numeric__PREV_HOUR_APPR_PROCESS_START_MIN,648.6243076324463
numeric__LANDAREA_MODE,646.0886077880859
numeric__APARTMENTS_MEDI,643.7976036071777
numeric__BURO_TYPE_MICROLOAN,643.5243072509766
numeric__PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,635.7556991577148
numeric__LANDAREA_AVG,634.6184997558594
numeric__CC_AMT_RECEIVABLE_PRINCIPAL_MIN,630.953784942627
numeric__PREV_AMT_CREDIT_SUM,608.9970989227295
numeric__PREV_DAYS_DECISION_SUM,607.8230972290039
numeric__INST_RECORD_COUNT,603.0789985656738
numeric__LIVINGAPARTMENTS_MEDI,600.5361995697021
numeric__NONLIVINGAPARTMENTS_MODE,599.0570945739746
numeric__BASEMENTAREA_AVG,592.4933032989502
numeric__CC_STATUS_ACTIVE_RATE,591.2216033935547
numeric__CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,590.3754043579102
numeric__BASEMENTAREA_MODE,571.1561946868896
numeric__PREV_NAME_CONTRACT_STATUS_REFUSED,570.5990982055664
numeric__POS_CNT_INSTALMENT_FUTURE_SUM,561.9771003723145
numeric__PREV_NAME_TYPE_SUITE_CHILDREN_RATE,561.5585021972656
numeric__PREV_AMT_GOODS_PRICE_MAX,554.3617935180664
numeric__COMMONAREA_AVG,554.0946998596191
numeric__BURO_AMT_CREDIT_SUM_DEBT_MIN,552.6079006195068
numeric__CC_AMT_RECIVABLE_MAX,550.6743030548096
numeric__PREV_AMT_DOWN_PAYMENT_MIN,549.8112030029297
numeric__BURO_TYPE_MORTGAGE,548.0518894195557
numeric__PREV_PREV_DOWN_PAYMENT_APPLICATION_RATIO_MIN,546.5541038513184
numeric__BURO_ACTIVE_CLOSED,539.5873985290527
numeric__PREV_CHANNEL_TYPE_REGIONAL / LOCAL_RATE,529.0765037536621
numeric__CC_CC_DRAWING_LIMIT_RATIO_SUM,523.195592880249
numeric__PREV_AMT_APPLICATION_MAX,522.4888954162598
numeric__PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_RATE,518.5743045806885
categorical__NAME_HOUSING_TYPE_Office apartment,506.0294990539551
numeric__PREV_NAME_CLIENT_TYPE_REFRESHED_RATE,502.8556022644043
numeric__PREV_NAME_CASH_LOAN_PURPOSE_XNA_RATE,501.2741012573242
categorical__OCCUPATION_TYPE_Accountants,500.4971981048584
numeric__PREV_NAME_PORTFOLIO_XNA_RATE,499.69100189208984
numeric__CC_AMT_PAYMENT_CURRENT_SUM,497.84519958496094
numeric__OBS_60_CNT_SOCIAL_CIRCLE,497.2087059020996
numeric__BURO_BAL_BB_STATUS_X_SUM,495.8194046020508
numeric__CC_AMT_DRAWINGS_CURRENT_SUM,493.8912048339844
numeric__PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_RATE,491.0004997253418
numeric__CC_STATUS_ACTIVE,482.34030532836914
numeric__BURO_AMT_ANNUITY_MAX,469.0174980163574
numeric__NONLIVINGAREA_MEDI,464.51599884033203
numeric__PREV_NAME_PORTFOLIO_POS_RATE,462.810604095459
numeric__YEARS_BUILD_MODE,461.94680404663086
numeric__ELEVATORS_MEDI,457.8700065612793
numeric__BURO_TYPE_CAR LOAN_RATE,457.3485984802246
numeric__BURO_BAL_BB_MONTHS_BALANCE_COUNT_MAX,454.0436019897461
numeric__CC_CC_DRAWING_LIMIT_RATIO_MAX,450.83460998535156
numeric__OBS_30_CNT_SOCIAL_CIRCLE,448.9481010437012
numeric__POS_RECORD_COUNT,447.50569915771484
numeric__PREV_PRODUCT_COMBINATION_CASH_RATE,443.31689453125
numeric__PREV_CHANNEL_TYPE_CONTACT CENTER_RATE,440.1980972290039
numeric__BURO_AMT_ANNUITY_MEAN,438.2227973937988
numeric__PREV_NAME_GOODS_CATEGORY_CONSTRUCTION MATERIALS_RATE,437.5430030822754
numeric__BURO_TYPE_CREDIT CARD_RATE,436.885498046875
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: HIGH,434.5267028808594
numeric__PREV_NAME_CONTRACT_STATUS_CANCELED_RATE,428.5090980529785
numeric__PREV_CHANNEL_TYPE_COUNTRY-WIDE_RATE,417.4468994140625
numeric__BURO_BAL_BB_STATUS_0_SUM,416.50960540771484
numeric__PREV_NAME_CASH_LOAN_PURPOSE_WEDDING / GIFT / HOLIDAY,414.9406986236572
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: MIDDLE_RATE,414.04690170288086
