transformed_feature,gain_importance
numeric__INST_INST_PAYMENT_DIFF_SUM,7499.024793624878
numeric__BURO_BURO_DEBT_CREDIT_RATIO_SUM,7406.914577484131
numeric__INST_DAYS_INSTALMENT_MIN,7401.355496406555
numeric__INST_INST_PAYMENT_RATIO_MEAN,7248.325951576233
numeric__APARTMENTS_AVG,7240.504114151001
numeric__ID_PUBLISH_YEARS,7226.744590759277
numeric__REGISTRATION_AGE_RATIO,7034.429208755493
numeric__INST_AMT_INSTALMENT_SUM,6938.74391746521
numeric__PREV_DAYS_FIRST_DUE_MAX,6927.175168037415
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_MEAN,6892.721203804016
numeric__YEARS_BEGINEXPLUATATION_MODE,6760.907687187195
numeric__INST_DAYS_ENTRY_PAYMENT_MAX,6638.369709968567
numeric__PREV_AMT_DOWN_PAYMENT_MAX,6606.865200996399
numeric__BURO_DAYS_CREDIT_MIN,6540.44150352478
numeric__PREV_NAME_CONTRACT_STATUS_APPROVED_RATE,6531.8219203948975
numeric__INST_DAYS_ENTRY_PAYMENT_SUM,6475.051013946533
numeric__PREV_SELLERPLACE_AREA_MAX,6318.0164041519165
numeric__BURO_DAYS_CREDIT_ENDDATE_SUM,6285.36899471283
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MAX,6252.1374225616455
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_MAX,6232.8366956710815
numeric__BURO_DAYS_CREDIT_UPDATE_MEAN,6214.446015357971
categorical__FLAG_OWN_CAR_N,6181.945649147034
numeric__REGISTRATION_YEARS,6065.492398262024
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,6061.882881164551
numeric__AMT_INCOME_TOTAL,6044.954009056091
categorical__NAME_EDUCATION_TYPE_Secondary / secondary special,6033.500910758972
numeric__INST_NUM_INSTALMENT_VERSION_SUM,5987.399494171143
categorical__NAME_INCOME_TYPE_Working,5960.852098464966
numeric__BURO_AMT_CREDIT_SUM_DEBT_MAX,5933.411016464233
numeric__PREV_CODE_REJECT_REASON_XAP_RATE,5876.860583305359
numeric__INST_INST_PAYMENT_DELAY_MEAN,5820.381592750549
numeric__PREV_NAME_YIELD_GROUP_HIGH_RATE,5818.422269821167
numeric__INST_INST_PAYMENT_DIFF_MAX,5791.05359172821
numeric__INST_AMT_PAYMENT_MAX,5709.206002235413
numeric__PREV_DAYS_DECISION_MEAN,5708.673298835754
numeric__INST_INST_UNDERPAYMENT_FLAG_MEAN,5686.665023803711
numeric__POS_MONTHS_BALANCE_SUM,5682.170886993408
numeric__PREV_AMT_DOWN_PAYMENT_MEAN,5668.954333305359
numeric__BURO_DAYS_CREDIT_MEAN,5650.04109954834
numeric__PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN,5643.262481689453
numeric__BURO_DAYS_ENDDATE_FACT_SUM,5567.324136734009
numeric__PREV_PREV_CREDIT_APPLICATION_RATIO_MIN,5490.8823318481445
numeric__PREV_AMT_GOODS_PRICE_MIN,5487.334094047546
numeric__INST_DAYS_INSTALMENT_MAX,5460.249587059021
numeric__BURO_DAYS_CREDIT_UPDATE_MAX,5388.472944259644
numeric__PREV_NAME_PRODUCT_TYPE_WALK-IN_RATE,5381.555836677551
numeric__BURO_BAL_BB_STATUS_0_RATE_MEAN,5299.504119873047
numeric__BURO_DAYS_CREDIT_ENDDATE_MEAN,5248.402626037598
numeric__INST_INST_PAYMENT_RATIO_SUM,5216.694507598877
categorical__NAME_CONTRACT_TYPE_Cash loans,5068.63031578064
numeric__DAYS_LAST_PHONE_CHANGE,5013.8761196136475
numeric__INST_INST_PAYMENT_DELAY_MIN,5013.021047592163
numeric__PREV_AMT_APPLICATION_SUM,5009.417175292969
numeric__PREV_AMT_ANNUITY_MAX,4998.693099975586
numeric__POS_SK_DPD_DEF_MEAN,4956.613069534302
numeric__POS_MONTHS_BALANCE_MEAN,4933.429203033447
numeric__INST_NUM_INSTALMENT_NUMBER_SUM,4920.782390594482
numeric__PREV_SELLERPLACE_AREA_SUM,4918.628076553345
numeric__PREV_HOUR_APPR_PROCESS_START_MAX,4867.785592079163
numeric__BURO_AMT_CREDIT_SUM_DEBT_MEAN,4787.234295845032
numeric__INST_NUM_INSTALMENT_NUMBER_MAX,4774.914591789246
numeric__BURO_BAL_BB_STATUS_C_RATE_MAX,4773.629205703735
numeric__PREV_AMT_CREDIT_MIN,4741.922902107239
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MEAN,4672.644094467163
numeric__BURO_TYPE_MICROLOAN_RATE,4670.895029067993
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_MIN,4636.066106796265
numeric__INST_DAYS_ENTRY_PAYMENT_MIN,4566.268896102905
numeric__DAYS_REGISTRATION,4537.345958709717
numeric__PREV_AMT_ANNUITY_SUM,4472.033330917358
numeric__INST_AMT_INSTALMENT_MAX,4409.514870643616
numeric__HOUR_APPR_PROCESS_START,4401.313603401184
numeric__POS_MONTHS_BALANCE_MIN,4385.194708824158
numeric__BURO_DAYS_ENDDATE_FACT_MIN,4327.676977157593
numeric__PREV_NAME_YIELD_GROUP_LOW_NORMAL_RATE,4325.694616317749
numeric__PREV_NAME_TYPE_SUITE_UNACCOMPANIED_RATE,4178.370015144348
numeric__BURO_DAYS_ENDDATE_FACT_MEAN,4176.170506477356
numeric__PREV_NAME_GOODS_CATEGORY_FURNITURE_RATE,4166.6275997161865
numeric__PHONE_CHANGE_YEARS,4161.975012779236
numeric__PREV_NAME_TYPE_SUITE_NAN_RATE,4096.711009025574
numeric__PREV_DAYS_LAST_DUE_SUM,4044.978796005249
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_SUM,4037.7995014190674
numeric__BURO_BAL_BB_STATUS_X_MEAN,4025.1567029953003
numeric__PREV_PRODUCT_COMBINATION_POS INDUSTRY WITH INTEREST_RATE,3979.250189781189
numeric__CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,3976.872582435608
numeric__PREV_RATE_DOWN_PAYMENT_SUM,3972.9819049835205
numeric__BURO_BAL_BB_MONTHS_BALANCE_COUNT_SUM,3952.16112613678
numeric__PREV_DAYS_FIRST_DRAWING_MAX,3951.888120651245
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_SUM,3940.30938911438
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_SUM,3883.2815799713135
numeric__INST_DAYS_INSTALMENT_MEAN,3880.0271158218384
numeric__SOCIAL_DEFAULT_RATIO_60,3874.3350925445557
numeric__CC_CC_PAYMENT_MIN_RATIO_SUM,3843.8388061523438
numeric__INST_DAYS_ENTRY_PAYMENT_MEAN,3808.36571598053
numeric__PREV_PREV_DOWN_PAYMENT_APPLICATION_RATIO_SUM,3776.5615062713623
numeric__REG_CITY_NOT_LIVE_CITY,3599.9001998901367
numeric__BURO_AMT_CREDIT_SUM_DEBT_SUM,3586.540002822876
numeric__BURO_DAYS_CREDIT_UPDATE_MIN,3535.4791107177734
numeric__POS_STATUS_ACTIVE,3466.618082046509
numeric__BURO_ACTIVE_CLOSED_RATE,3417.3031911849976
numeric__PREV_CNT_PAYMENT_MAX,3293.0392093658447
numeric__CC_CNT_DRAWINGS_CURRENT_MAX,3287.1441955566406
numeric__CC_CC_PAYMENT_MIN_RATIO_MEAN,3225.1870079040527
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,3204.2059078216553
numeric__AMT_REQ_CREDIT_BUREAU_QRT,3166.470111846924
numeric__SOCIAL_DEFAULT_RATIO_30,3153.9617042541504
numeric__BURO_BAL_BB_STATUS_C_SUM,3108.3572940826416
numeric__INST_AMT_INSTALMENT_MEAN,3024.5691175460815
numeric__SOCIAL_DEFAULT_TOTAL,3012.0292768478394
numeric__PREV_DAYS_TERMINATION_SUM,2952.7820205688477
numeric__BURO_AMT_CREDIT_SUM_LIMIT_MEAN,2919.9457025527954
numeric__PREV_CNT_PAYMENT_SUM,2837.2727966308594
numeric__POS_SK_DPD_DEF_MAX,2698.5209941864014
numeric__FLAG_WORK_PHONE,2505.468768119812
numeric__PREV_DAYS_FIRST_DRAWING_MEAN,2498.4983129501343
numeric__PREV_CHANNEL_TYPE_CHANNEL OF CORPORATE SALES_RATE,2340.012490272522
numeric__INST_NUM_INSTALMENT_VERSION_MAX,2316.9321937561035
categorical__ORGANIZATION_TYPE_Self-employed,2250.9436435699463
categorical__OCCUPATION_TYPE_Core staff,2194.6149826049805
numeric__POS_CNT_INSTALMENT_MAX,2134.9654178619385
numeric__CC_AMT_DRAWINGS_CURRENT_MEAN,2120.6582927703857
numeric__POS_CNT_INSTALMENT_FUTURE_MAX,2117.235004425049
numeric__BURO_AMT_CREDIT_SUM_LIMIT_MAX,2069.7466011047363
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: HIGH_RATE,1839.8122959136963
categorical__ORGANIZATION_TYPE_Construction,1709.765697479248
categorical__NAME_CONTRACT_TYPE_Revolving loans,1595.9046897888184
numeric__POS_SK_DPD_DEF_SUM,1578.7294940948486
numeric__PREV_NAME_YIELD_GROUP_HIGH,1434.6069984436035
categorical__FLAG_OWN_CAR_Y,1430.6099939346313
categorical__OCCUPATION_TYPE_Drivers,1361.6160049438477
categorical__ORGANIZATION_TYPE_Business Entity Type 3,1286.2054681777954
categorical__OCCUPATION_TYPE_Sales staff,1269.7998008728027
categorical__NAME_INCOME_TYPE_State servant,1206.5593976974487
categorical__NAME_INCOME_TYPE_Pensioner,1105.464973449707
categorical__ORGANIZATION_TYPE_School,1076.536153793335
categorical__ORGANIZATION_TYPE_infrequent_sklearn,899.4089937210083
numeric__BURO_TYPE_MICROLOAN,761.5722007751465
categorical__OCCUPATION_TYPE_Accountants,683.1007966995239
categorical__NAME_FAMILY_STATUS_Single / not married,584.1901035308838
categorical__OCCUPATION_TYPE_High skill tech staff,559.5216960906982
categorical__ORGANIZATION_TYPE_Kindergarten,464.2160015106201
categorical__OCCUPATION_TYPE_Low-skill Laborers,402.5349187850952
categorical__NAME_INCOME_TYPE_Commercial associate,341.95789909362793
categorical__NAME_FAMILY_STATUS_Civil marriage,298.91629791259766
categorical__ORGANIZATION_TYPE_XNA,252.37999725341797
categorical__ORGANIZATION_TYPE_Medicine,191.69960021972656
categorical__ORGANIZATION_TYPE_Business Entity Type 2,152.7799015045166
categorical__ORGANIZATION_TYPE_Government,152.7761993408203
categorical__NAME_EDUCATION_TYPE_Lower secondary,132.33106136322021
categorical__OCCUPATION_TYPE_Medicine staff,112.59170150756836
categorical__ORGANIZATION_TYPE_Other,105.23300170898438
categorical__ORGANIZATION_TYPE_Trade: type 7,75.08399963378906
categorical__OCCUPATION_TYPE_Managers,47.04719924926758
categorical__NAME_EDUCATION_TYPE_Incomplete higher,38.96289825439453
categorical__ORGANIZATION_TYPE_Transport: type 4,36.013301849365234
categorical__NAME_EDUCATION_TYPE_infrequent_sklearn,0.0
categorical__ORGANIZATION_TYPE_Business Entity Type 1,0.0
categorical__CODE_GENDER_infrequent_sklearn,0.0
categorical__ORGANIZATION_TYPE_Trade: type 3,0.0
categorical__NAME_FAMILY_STATUS_Separated,0.0
categorical__NAME_FAMILY_STATUS_Widow,0.0
categorical__NAME_FAMILY_STATUS_infrequent_sklearn,0.0
categorical__NAME_INCOME_TYPE_infrequent_sklearn,0.0
categorical__OCCUPATION_TYPE_Laborers,0.0
categorical__OCCUPATION_TYPE_Cooking staff,0.0
categorical__OCCUPATION_TYPE_Cleaning staff,0.0
categorical__OCCUPATION_TYPE_Secretaries,0.0
categorical__OCCUPATION_TYPE_Private service staff,0.0
categorical__OCCUPATION_TYPE_infrequent_sklearn,0.0
categorical__OCCUPATION_TYPE_Security staff,0.0
