transformed_feature,gain_importance
numeric__BURO_AMT_CREDIT_SUM_DEBT_MAX,3920.7807998657227
numeric__PREV_NAME_PRODUCT_TYPE_WALK-IN_RATE,3899.4176025390625
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MIN,3885.1068153381348
numeric__SOCIAL_DEFAULT_RATIO_60,3867.534429550171
numeric__BUILDING_FEATURE_MEAN,3788.365306854248
numeric__BURO_DAYS_CREDIT_MIN,3741.740789413452
numeric__PREV_DAYS_FIRST_DUE_MAX,3724.071804046631
numeric__PREV_SELLERPLACE_AREA_MAX,3701.5365028381348
numeric__INST_DAYS_ENTRY_PAYMENT_MAX,3644.445508956909
numeric__REGISTRATION_YEARS,3624.8591957092285
numeric__PREV_PRODUCT_COMBINATION_POS INDUSTRY WITH INTEREST_RATE,3593.6054725646973
numeric__PREV_AMT_DOWN_PAYMENT_MEAN,3482.4976921081543
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MAX,3404.48441696167
numeric__AMT_REQ_CREDIT_BUREAU_QRT,3384.936014175415
numeric__REG_CITY_NOT_LIVE_CITY,3384.590570449829
numeric__POS_MONTHS_BALANCE_SUM,3366.273612976074
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_SUM,3342.211898803711
numeric__YEARS_BEGINEXPLUATATION_MODE,3268.8837127685547
numeric__PREV_CNT_PAYMENT_MAX,3257.45760345459
numeric__SOCIAL_DEFAULT_RATIO_30,3212.0921726226807
numeric__DAYS_LAST_PHONE_CHANGE,3198.895797729492
numeric__BURO_DAYS_CREDIT_MEAN,3184.4606075286865
numeric__PREV_SELLERPLACE_AREA_MEAN,3084.335807800293
numeric__INST_INST_PAYMENT_DIFF_MAX,3072.308790206909
numeric__BURO_DAYS_CREDIT_ENDDATE_SUM,3061.6490058898926
numeric__SOCIAL_DEFAULT_TOTAL,3060.93231010437
numeric__INST_AMT_INSTALMENT_MAX,3029.9019203186035
numeric__PREV_DAYS_FIRST_DRAWING_MAX,3006.3672103881836
numeric__INST_INST_PAYMENT_RATIO_SUM,2982.105125427246
numeric__REGISTRATION_AGE_RATIO,2959.00870513916
numeric__PREV_NAME_YIELD_GROUP_LOW_NORMAL_RATE,2879.9057006835938
numeric__BURO_BAL_BB_STATUS_C_RATE_MAX,2831.3372020721436
numeric__PHONE_CHANGE_YEARS,2759.9238090515137
numeric__POS_SK_DPD_DEF_MAX,2705.63853263855
numeric__LIVINGAREA_AVG,2702.459011077881
numeric__CC_CC_PAYMENT_MIN_RATIO_SUM,2676.4420051574707
numeric__BURO_DAYS_CREDIT_UPDATE_MAX,2647.1087036132812
numeric__CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,2596.7482109069824
numeric__BURO_DAYS_CREDIT_ENDDATE_MEAN,2593.4622116088867
numeric__AMT_INCOME_TOTAL,2586.4979038238525
numeric__PREV_SELLERPLACE_AREA_SUM,2565.123685836792
numeric__INST_INST_PAYMENT_DELAY_MIN,2551.6497020721436
numeric__INST_DAYS_ENTRY_PAYMENT_SUM,2537.8833179473877
numeric__PREV_HOUR_APPR_PROCESS_START_MEAN,2531.215908050537
numeric__PREV_DAYS_LAST_DUE_SUM,2445.0812911987305
numeric__LANDAREA_AVG,2442.2043075561523
numeric__PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN,2435.842990875244
numeric__DAYS_REGISTRATION,2415.6189861297607
numeric__FLAG_WORK_PHONE,2414.4902992248535
numeric__PREV_PREV_CREDIT_APPLICATION_RATIO_MIN,2393.7769870758057
numeric__INST_INST_PAYMENT_DELAY_MEAN,2392.3216037750244
numeric__HOUR_APPR_PROCESS_START,2384.1378059387207
numeric__APARTMENTS_AVG,2382.142496109009
numeric__FLOORSMAX_MEDI,2368.8042030334473
numeric__BURO_BAL_BB_MONTHS_BALANCE_COUNT_SUM,2366.4281063079834
numeric__PREV_CHANNEL_TYPE_CHANNEL OF CORPORATE SALES_RATE,2312.8044986724854
numeric__BURO_DAYS_CREDIT_UPDATE_SUM,2311.820499420166
numeric__PREV_AMT_ANNUITY_SUM,2310.9630966186523
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_MIN,2288.9446983337402
numeric__PREV_NAME_GOODS_CATEGORY_FURNITURE_RATE,2268.915397644043
categorical__ORGANIZATION_TYPE_Self-employed,2239.3098011016846
numeric__BURO_DAYS_CREDIT_UPDATE_MEAN,2236.723892211914
numeric__PREV_AMT_APPLICATION_SUM,2222.9297828674316
numeric__INST_DAYS_INSTALMENT_MEAN,2220.599594116211
numeric__POS_MONTHS_BALANCE_MEAN,2213.539789199829
categorical__OCCUPATION_TYPE_Core staff,2189.255485534668
numeric__PREV_AMT_ANNUITY_MAX,2145.730905532837
numeric__PREV_AMT_GOODS_PRICE_MIN,2139.7225952148438
numeric__CC_CNT_DRAWINGS_CURRENT_MAX,2125.465400695801
numeric__INST_AMT_PAYMENT_MAX,2121.855697631836
numeric__POS_MONTHS_BALANCE_MIN,2118.8102054595947
numeric__INST_NUM_INSTALMENT_NUMBER_SUM,2098.2730827331543
numeric__CC_AMT_BALANCE_MAX,2092.8203086853027
numeric__POS_SK_DPD_DEF_SUM,2073.75417137146
numeric__BURO_AMT_CREDIT_SUM_DEBT_MEAN,2047.6206130981445
numeric__BURO_DAYS_ENDDATE_FACT_MIN,2029.898193359375
numeric__INST_DAYS_INSTALMENT_MAX,2015.6290969848633
numeric__CC_CC_PAYMENT_MIN_RATIO_MEAN,1994.5290031433105
numeric__PREV_PREV_DOWN_PAYMENT_APPLICATION_RATIO_MEAN,1960.1501998901367
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_SUM,1939.9033012390137
numeric__INST_DAYS_ENTRY_PAYMENT_MEAN,1926.331802368164
numeric__BURO_BURO_ENDDATE_CREDIT_GAP_MEAN,1924.2239036560059
numeric__PREV_DAYS_DECISION_MEAN,1914.0831966400146
numeric__INST_AMT_INSTALMENT_MEAN,1909.960916519165
numeric__POS_STATUS_ACTIVE_RATE,1906.8088073730469
numeric__BURO_BAL_BB_STATUS_0_RATE_MEAN,1890.1334953308105
categorical__ORGANIZATION_TYPE_Construction,1880.0474967956543
numeric__PREV_CNT_PAYMENT_SUM,1854.3731231689453
numeric__POS_STATUS_ACTIVE,1834.3520202636719
numeric__INST_DAYS_INSTALMENT_SUM,1816.3767051696777
numeric__PREV_DAYS_FIRST_DRAWING_MEAN,1811.335500717163
numeric__CC_CNT_INSTALMENT_MATURE_CUM_MEAN,1811.1870079040527
numeric__PREV_NAME_TYPE_SUITE_NAN_RATE,1795.5478897094727
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_MEAN,1780.666603088379
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_MAX,1780.0018100738525
numeric__POS_CNT_INSTALMENT_MAX,1776.0916156768799
numeric__PREV_CHANNEL_TYPE_AP+ (CASH LOAN)_RATE,1765.583890914917
numeric__BURO_TYPE_CONSUMER CREDIT_RATE,1762.2726097106934
numeric__PREV_DAYS_DECISION_MAX,1707.8824005126953
numeric__PREV_AMT_APPLICATION_MEAN,1701.1225032806396
numeric__PREV_PRODUCT_COMBINATION_POS INDUSTRY WITHOUT INTEREST_RATE,1680.6290874481201
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,1671.868495941162
numeric__PREV_NAME_SELLER_INDUSTRY_CONNECTIVITY_RATE,1651.8367977142334
numeric__PREV_RATE_DOWN_PAYMENT_SUM,1585.687608718872
numeric__PREV_DAYS_LAST_DUE_1ST_VERSION_MIN,1583.2766952514648
numeric__PREV_CHANNEL_TYPE_CREDIT AND CASH OFFICES_RATE,1580.692398071289
numeric__PREV_PRODUCT_COMBINATION_CASH STREET: LOW_RATE,1554.3489112854004
numeric__INST_NUM_INSTALMENT_VERSION_MAX,1544.0651016235352
numeric__PREV_HOUR_APPR_PROCESS_START_MAX,1536.3772773742676
numeric__BURO_DAYS_ENDDATE_FACT_MEAN,1535.6871948242188
numeric__NONLIVINGAREA_AVG,1520.2048149108887
numeric__BURO_AMT_CREDIT_SUM_LIMIT_MEAN,1512.2775764465332
numeric__PREV_PREV_DOWN_PAYMENT_APPLICATION_RATIO_SUM,1510.3556022644043
numeric__PREV_NAME_TYPE_SUITE_UNACCOMPANIED_RATE,1500.8295001983643
numeric__PREV_AMT_CREDIT_MIN,1497.2507133483887
numeric__PREV_DAYS_DECISION_SUM,1476.6155014038086
numeric__BURO_BAL_BB_MONTHS_BALANCE_COUNT_MEAN,1472.4103050231934
numeric__PREV_DAYS_LAST_DUE_MEAN,1463.2722969055176
numeric__PREV_AMT_CREDIT_MEAN,1461.3091068267822
numeric__BURO_ACTIVE_ACTIVE,1458.4677143096924
numeric__POS_CNT_INSTALMENT_MEAN,1450.5053997039795
numeric__PREV_DAYS_FIRST_DUE_SUM,1443.4395999908447
numeric__PREV_PREV_DOWN_PAYMENT_APPLICATION_RATIO_MAX,1440.718297958374
categorical__OCCUPATION_TYPE_Sales staff,1436.706298828125
numeric__PREV_DAYS_DECISION_MIN,1436.5972995758057
numeric__POS_CNT_INSTALMENT_FUTURE_MAX,1423.4828071594238
numeric__BURO_AMT_CREDIT_SUM_LIMIT_SUM,1396.3018989562988
numeric__PREV_PREV_ANNUITY_CREDIT_RATIO_SUM,1388.8354034423828
numeric__BURO_DAYS_CREDIT_UPDATE_MIN,1366.7021980285645
numeric__PREV_AMT_GOODS_PRICE_MEAN,1347.9749946594238
numeric__BURO_BAL_BB_STATUS_X_MEAN,1341.1226863861084
numeric__BURO_ACTIVE_CLOSED_RATE,1338.0210075378418
numeric__BURO_BAL_BB_STATUS_0_SUM,1316.2054977416992
numeric__PREV_PREV_CREDIT_APPLICATION_RATIO_SUM,1296.6830005645752
numeric__PREV_NAME_YIELD_GROUP_HIGH,1294.3071022033691
numeric__BURO_AMT_CREDIT_SUM_OVERDUE_MAX,1288.8088150024414
numeric__APARTMENTS_MEDI,1284.5141048431396
numeric__PREV_CODE_REJECT_REASON_HC_RATE,1276.9742889404297
numeric__BURO_BAL_BB_STATUS_C_SUM,1253.1531028747559
numeric__BURO_BAL_BB_STATUS_C_RATE_SUM,1247.9937000274658
numeric__INST_INST_PAYMENT_DIFF_MIN,1244.5351028442383
categorical__NAME_INCOME_TYPE_Pensioner,1226.4139785766602
numeric__PREV_DAYS_TERMINATION_MIN,1220.0199966430664
numeric__BURO_BAL_BB_STATUS_0_MEAN,1208.462303161621
numeric__PREV_DAYS_TERMINATION_SUM,1185.4246978759766
numeric__BURO_BAL_BB_STATUS_0_MAX,1178.4865856170654
numeric__BURO_AMT_CREDIT_SUM_DEBT_SUM,1178.1032981872559
numeric__CC_CC_PAYMENT_MIN_RATIO_MAX,1157.5279006958008
numeric__BURO_DAYS_CREDIT_ENDDATE_MIN,1156.5549945831299
numeric__PREV_PRODUCT_COMBINATION_CASH X-SELL: HIGH_RATE,1139.3973960876465
categorical__NAME_INCOME_TYPE_State servant,1137.5613994598389
categorical__FLAG_OWN_CAR_Y,1129.4243927001953
numeric__POS_RECORD_COUNT,1124.0740928649902
numeric__POS_CNT_INSTALMENT_FUTURE_SUM,1109.7490158081055
categorical__ORGANIZATION_TYPE_School,1106.1573104858398
numeric__POS_STATUS_COMPLETED_RATE,1076.8033046722412
numeric__PREV_NAME_YIELD_GROUP_XNA_RATE,1075.2633075714111
numeric__BURO_AMT_CREDIT_SUM_LIMIT_MAX,1072.0954055786133
numeric__CC_AMT_DRAWINGS_CURRENT_MEAN,1065.6034049987793
numeric__PREV_NAME_SELLER_INDUSTRY_FURNITURE_RATE,1064.5376014709473
numeric__PREV_RATE_DOWN_PAYMENT_MAX,1051.247802734375
numeric__CC_RECORD_COUNT,1036.0776958465576
categorical__OCCUPATION_TYPE_Drivers,1035.2626953125
numeric__PREV_DAYS_TERMINATION_MEAN,1027.896499633789
numeric__INST_INST_LATE_PAYMENT_FLAG_SUM,982.9433860778809
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,981.1418056488037
numeric__INST_RECORD_COUNT,976.6279983520508
numeric__BURO_AMT_CREDIT_SUM_DEBT_MIN,960.1385974884033
numeric__BURO_BAL_BB_STATUS_0_RATE_SUM,910.9353008270264
categorical__ORGANIZATION_TYPE_Industry: type 9,910.4414958953857
numeric__POS_CNT_INSTALMENT_SUM,899.1419944763184
numeric__PREV_AMT_APPLICATION_MIN,896.2033061981201
numeric__INST_INST_PAYMENT_RATIO_MAX,868.6740951538086
numeric__BURO_BAL_BB_STATUS_C_RATE_MEAN,846.8717041015625
numeric__BURO_BAL_BB_STATUS_C_MAX,845.1697998046875
categorical__ORGANIZATION_TYPE_Business Entity Type 3,844.972692489624
numeric__BURO_BAL_BB_STATUS_X_RATE_MEAN,841.0658054351807
numeric__FLOORSMAX_MODE,825.3184089660645
numeric__BURO_RECORD_COUNT,817.1540908813477
numeric__BURO_BAL_BB_STATUS_X_RATE_SUM,808.7573089599609
numeric__BURO_BAL_BB_STATUS_C_MEAN,786.4216957092285
numeric__PREV_AMT_CREDIT_MAX,770.32200050354
numeric__PREV_DAYS_FIRST_DRAWING_MIN,760.6640129089355
numeric__PREV_DAYS_FIRST_DUE_MEAN,757.9188041687012
numeric__CC_AMT_BALANCE_MIN,731.396297454834
numeric__PREV_DAYS_LAST_DUE_MIN,717.0528030395508
numeric__CC_CC_PAYMENT_MIN_RATIO_MIN,701.5071983337402
numeric__CC_CC_DRAWING_LIMIT_RATIO_SUM,699.2794017791748
numeric__BURO_AMT_ANNUITY_MAX,693.1674003601074
numeric__PREV_NAME_CONTRACT_STATUS_CANCELED_RATE,687.3059024810791
numeric__BURO_ACTIVE_ACTIVE_RATE,687.2408065795898
numeric__PREV_NAME_CONTRACT_STATUS_APPROVED,684.2572059631348
numeric__INST_INST_PAYMENT_RATIO_MIN,683.992597579956
numeric__PREV_AMT_GOODS_PRICE_MAX,642.1418991088867
numeric__CC_CNT_DRAWINGS_ATM_CURRENT_SUM,637.4491958618164
numeric__CC_CNT_DRAWINGS_CURRENT_SUM,633.4229927062988
numeric__PREV_NAME_CONTRACT_STATUS_REFUSED,627.4805030822754
numeric__PREV_AMT_CREDIT_SUM,622.8843002319336
numeric__BURO_BAL_BB_STATUS_0_RATE_MAX,598.2565040588379
numeric__BURO_BAL_BB_STATUS_1_RATE_MEAN,595.7704048156738
numeric__POS_CNT_INSTALMENT_MIN,574.6112060546875
numeric__BURO_BAL_BB_STATUS_X_MAX,569.3650054931641
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,544.3135986328125
numeric__BURO_ACTIVE_CLOSED,544.122802734375
numeric__PREV_AMT_APPLICATION_MAX,521.029296875
categorical__OCCUPATION_TYPE_Accountants,513.6120014190674
numeric__POS_POS_COMPLETION_RATIO_MIN,495.6082992553711
numeric__BURO_TYPE_MICROLOAN,492.35589599609375
numeric__BURO_BAL_BB_BAD_STATUS_COUNT_MEAN,491.1920967102051
numeric__BURO_BAL_BB_STATUS_X_RATE_MAX,482.52410316467285
numeric__CC_AMT_BALANCE_MEAN,480.6743049621582
numeric__CC_CC_DRAWING_LIMIT_RATIO_MAX,477.29779052734375
numeric__BURO_AMT_ANNUITY_MEAN,462.7684955596924
numeric__POS_SK_DPD_SUM,430.04140281677246
numeric__CC_SK_DPD_MEAN,423.7988986968994
numeric__PREV_AMT_GOODS_PRICE_SUM,423.09549713134766
numeric__POS_STATUS_RETURNED TO THE STORE_RATE,418.80799865722656
numeric__CC_CNT_DRAWINGS_POS_CURRENT_MAX,399.69629859924316
numeric__BURO_BURO_DEBT_CREDIT_RATIO_MIN,379.91990661621094
numeric__CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,371.94599533081055
numeric__CC_CNT_DRAWINGS_POS_CURRENT_MEAN,367.156400680542
numeric__CC_CC_UTILIZATION_RATIO_SUM,359.4989013671875
numeric__BURO_AMT_ANNUITY_MIN,351.90779876708984
categorical__NAME_CONTRACT_TYPE_Revolving loans,328.90279388427734
categorical__ORGANIZATION_TYPE_Kindergarten,315.750301361084
numeric__BURO_BAL_BB_STATUS_X_SUM,312.8268985748291
numeric__BURO_BAL_BB_STATUS_1_MEAN,311.95059967041016
numeric__BURO_BAL_BB_STATUS_1_MAX,301.85200119018555
numeric__CC_AMT_BALANCE_SUM,296.15410232543945
numeric__POS_SK_DPD_MAX,295.45140266418457
numeric__INST_INST_UNDERPAYMENT_FLAG_SUM,290.2415008544922
categorical__OCCUPATION_TYPE_Low-skill Laborers,273.45240020751953
numeric__BURO_ACTIVE_SOLD_RATE,272.53579330444336
numeric__BURO_AMT_CREDIT_SUM_OVERDUE_SUM,270.48890113830566
numeric__POS_STATUS_COMPLETED,264.22769927978516
numeric__POS_STATUS_SIGNED_RATE,238.05660247802734
numeric__BURO_BAL_BB_STATUS_1_RATE_MAX,228.77149963378906
numeric__PREV_NAME_CONTRACT_STATUS_CANCELED,222.46849822998047
numeric__POS_SK_DPD_MEAN,217.13609886169434
numeric__CC_SK_DPD_SUM,205.552001953125
numeric__CC_CNT_DRAWINGS_POS_CURRENT_MIN,204.52249908447266
numeric__CC_CNT_DRAWINGS_ATM_CURRENT_MAX,198.22649765014648
numeric__PREV_NAME_CONTRACT_STATUS_UNUSED OFFER,194.71710205078125
categorical__NAME_EDUCATION_TYPE_infrequent_sklearn,192.15239715576172
numeric__PREV_NAME_CONTRACT_STATUS_UNUSED OFFER_RATE,191.26169967651367
numeric__BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,187.8407039642334
categorical__NAME_FAMILY_STATUS_Single / not married,184.91859817504883
categorical__NAME_INCOME_TYPE_Commercial associate,184.70100212097168
categorical__ORGANIZATION_TYPE_XNA,171.6339988708496
numeric__POS_SK_DPD_MIN,164.3535976409912
numeric__PREV_RECORD_COUNT,163.42499923706055
numeric__CC_SK_DPD_DEF_MEAN,152.55930137634277
numeric__BURO_AMT_ANNUITY_SUM,147.85030364990234
numeric__BURO_AMT_CREDIT_MAX_OVERDUE_MIN,144.74620056152344
numeric__BURO_BAL_BB_STATUS_2_MEAN,142.25300216674805
categorical__ORGANIZATION_TYPE_infrequent_sklearn,141.85900115966797
numeric__BURO_BAL_BB_BAD_STATUS_COUNT_MAX,135.7946014404297
categorical__ORGANIZATION_TYPE_Medicine,133.1655044555664
numeric__BURO_BAL_BB_STATUS_1_RATE_SUM,131.91300201416016
numeric__POS_POS_COMPLETION_RATIO_MAX,129.39710235595703
numeric__CC_CNT_DRAWINGS_POS_CURRENT_SUM,116.64920043945312
categorical__OCCUPATION_TYPE_High skill tech staff,95.07609939575195
numeric__BURO_BAL_BB_STATUS_1_SUM,92.9104995727539
numeric__CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,82.61969947814941
numeric__CC_CC_UTILIZATION_RATIO_MIN,82.15889739990234
categorical__ORGANIZATION_TYPE_Other,78.20489883422852
categorical__NAME_FAMILY_STATUS_Civil marriage,77.3015022277832
categorical__NAME_FAMILY_STATUS_Widow,66.81420135498047
categorical__ORGANIZATION_TYPE_Trade: type 7,59.888099670410156
categorical__ORGANIZATION_TYPE_Transport: type 4,59.0984001159668
numeric__POS_STATUS_APPROVED,56.95370101928711
categorical__NAME_EDUCATION_TYPE_Incomplete higher,56.4724006652832
categorical__ORGANIZATION_TYPE_Business Entity Type 2,56.29650115966797
numeric__BURO_BURO_OVERDUE_CREDIT_RATIO_MAX,54.93539810180664
categorical__OCCUPATION_TYPE_Laborers,53.19939994812012
numeric__BURO_BURO_OVERDUE_CREDIT_RATIO_MEAN,51.35919952392578
categorical__ORGANIZATION_TYPE_Government,50.58300018310547
categorical__OCCUPATION_TYPE_Private service staff,47.943199157714844
categorical__ORGANIZATION_TYPE_Housing,41.175899505615234
categorical__OCCUPATION_TYPE_Medicine staff,39.63370132446289
numeric__CC_SK_DPD_MAX,0.0
categorical__OCCUPATION_TYPE_Cooking staff,0.0
categorical__OCCUPATION_TYPE_Waiters/barmen staff,0.0
categorical__OCCUPATION_TYPE_Secretaries,0.0
categorical__OCCUPATION_TYPE_Security staff,0.0
categorical__OCCUPATION_TYPE_Managers,0.0
categorical__OCCUPATION_TYPE_Cleaning staff,0.0
categorical__OCCUPATION_TYPE_infrequent_sklearn,0.0
numeric__BURO_BAL_BB_STATUS_3_RATE_MEAN,0.0
numeric__CC_SK_DPD_DEF_MAX,0.0
numeric__BURO_BAL_BB_STATUS_5_RATE_MAX,0.0
numeric__CC_CNT_DRAWINGS_CURRENT_MIN,0.0
numeric__BURO_AMT_CREDIT_SUM_LIMIT_MIN,0.0
numeric__BURO_BAL_BB_STATUS_2_RATE_SUM,0.0
numeric__POS_STATUS_SIGNED,0.0
categorical__CODE_GENDER_infrequent_sklearn,0.0
categorical__ORGANIZATION_TYPE_Business Entity Type 1,0.0
categorical__NAME_EDUCATION_TYPE_Lower secondary,0.0
categorical__ORGANIZATION_TYPE_Trade: type 3,0.0
categorical__ORGANIZATION_TYPE_Industry: type 3,0.0
categorical__ORGANIZATION_TYPE_Industry: type 11,0.0
categorical__ORGANIZATION_TYPE_Security,0.0
categorical__NAME_FAMILY_STATUS_Separated,0.0
categorical__NAME_FAMILY_STATUS_infrequent_sklearn,0.0
categorical__NAME_INCOME_TYPE_infrequent_sklearn,0.0
